Training Time	Loss	Iteration	Mean Reward (/100ep)	Best Mean Reward	Episodes	Exploration	Learning Rate
5271.552724123001	1.27436995506	310000	468.5	581.6	1926	0.7767999999999999	0.0001
5473.497163057327	1.27436995506	320000	477.4	581.6	1988	0.7696	0.0001
5682.182651042938	1.27436995506	330000	511.4	581.6	2044	0.7624	0.0001
5882.181496858597	2.10903382301	340000	487.5	581.6	2104	0.7552	0.0001
6083.679167747498	2.10903382301	350000	482.6	581.6	2164	0.748	0.0001
6284.038808345795	2.10903382301	360000	518.6	581.6	2222	0.7408	0.0001
6484.133666038513	2.10903382301	370000	505.9	581.6	2283	0.7336	0.0001
6679.228714942932	1.82724750042	380000	512.3	581.6	2340	0.7263999999999999	0.0001
6879.586028814316	1.82724750042	390000	526.7	581.6	2399	0.7192000000000001	0.0001
7078.668821811676	1.82724750042	400000	582.0	582.2	2449	0.712	0.0001
7278.3500254154205	1.82724750042	410000	571.9	597.4	2510	0.7048	0.0001
7484.858749628067	2.06910562515	420000	561.0	597.4	2565	0.6976	0.0001
7683.688696146011	2.06910562515	430000	680.1	680.1	2619	0.6904	0.0001
7884.838079214096	2.06910562515	440000	621.0	691.0	2677	0.6832	0.0001
8078.474556922913	2.06910562515	450000	591.0	691.0	2728	0.6759999999999999	0.0001
8282.80200457573	2.27634096146	460000	573.1	691.0	2789	0.6688000000000001	0.0001
8484.618552446365	2.27634096146	470000	570.1	691.0	2842	0.6616	0.0001
8683.02922964096	2.27634096146	480000	599.2	691.0	2897	0.6544	0.0001
8882.172554969788	2.27634096146	490000	607.8	691.0	2951	0.6472	0.0001
9084.49659538269	2.34733963013	500000	646.7	691.0	3003	0.6399999999999999	0.0001
9288.591433525085	2.34733963013	510000	632.6	691.0	3058	0.6328	9.975e-05
9484.149017810822	2.34733963013	520000	592.9	691.0	3115	0.6255999999999999	9.95e-05
9686.939626455307	2.34733963013	530000	547.2	691.0	3170	0.6184000000000001	9.925e-05
9887.250213384628	2.31272149086	540000	663.8	691.0	3222	0.6112	9.900000000000001e-05
10088.947912693024	2.31272149086	550000	694.3	703.1	3277	0.604	9.875e-05
10291.18909907341	2.31272149086	560000	656.2	752.9	3332	0.5968	9.850000000000001e-05
10494.883154630661	2.31272149086	570000	684.5	752.9	3383	0.5895999999999999	9.825e-05
10692.45045208931	2.47712159157	580000	660.1	752.9	3438	0.5824	9.800000000000001e-05
10895.926357030869	2.47712159157	590000	669.7	752.9	3490	0.5751999999999999	9.775e-05
11091.750420093536	2.47712159157	600000	679.0	752.9	3543	0.5680000000000001	9.75e-05
11290.99174118042	2.47712159157	610000	667.1	752.9	3596	0.5608	9.725e-05
11493.812525987625	2.33990907669	620000	667.3	752.9	3655	0.5536	9.7e-05
11695.59701371193	2.33990907669	630000	691.6	752.9	3706	0.5464	9.675000000000001e-05
11901.908134937286	2.33990907669	640000	752.4	794.4	3759	0.5391999999999999	9.65e-05
12106.94948220253	2.33990907669	650000	710.7	794.4	3813	0.532	9.625000000000001e-05
12308.699284791946	2.00729513168	660000	735.4	794.4	3863	0.5247999999999999	9.6e-05
12516.02177643776	2.00729513168	670000	724.7	794.4	3915	0.5176	9.575000000000001e-05
12717.93093419075	2.00729513168	680000	705.4	794.4	3968	0.5104	9.55e-05
12923.505141973495	2.00729513168	690000	642.2	794.4	4024	0.5031999999999999	9.525000000000001e-05
13125.466552734375	2.08866071701	700000	646.5	794.4	4079	0.4959999999999999	9.5e-05
13332.367501497269	2.08866071701	710000	739.2	794.4	4129	0.4888	9.475e-05
13532.542556762695	2.08866071701	720000	749.6	794.4	4182	0.48160000000000003	9.45e-05
13732.879802942276	2.08866071701	730000	782.8	794.4	4230	0.47440000000000004	9.425e-05
13936.050862789154	2.39208555222	740000	764.0	794.4	4288	0.46720000000000006	9.400000000000001e-05
14141.15658569336	2.39208555222	750000	694.4	794.4	4339	0.45999999999999996	9.375e-05
14345.422866106033	2.39208555222	760000	760.0	794.4	4391	0.4528	9.350000000000001e-05
14548.864419937134	2.39208555222	770000	832.6	832.6	4439	0.4456	9.325e-05
14754.840602874756	3.12134170532	780000	801.4	838.3	4492	0.4384	9.300000000000001e-05
14962.057299137115	3.12134170532	790000	769.8	838.3	4545	0.4312	9.275e-05
15162.66387963295	3.12134170532	800000	800.2	838.3	4596	0.42399999999999993	9.25e-05
15367.728948831558	3.12134170532	810000	801.0	838.3	4650	0.41679999999999995	9.225e-05
15571.446744441986	2.49728155136	820000	816.7	841.5	4703	0.40959999999999996	9.2e-05
15774.625826597214	2.49728155136	830000	797.3	841.5	4755	0.4024	9.175000000000001e-05
15977.979536294937	2.49728155136	840000	810.2	841.5	4809	0.3952	9.15e-05
16187.264492034912	2.49728155136	850000	816.3	881.8	4858	0.3879999999999999	9.125000000000001e-05
16399.720898628235	2.37217020988	860000	847.6	881.8	4908	0.3808	9.1e-05
16604.223417043686	2.37217020988	870000	900.1	900.1	4957	0.37360000000000004	9.075000000000001e-05
16811.486661195755	2.37217020988	880000	941.1	949.5	5006	0.36640000000000006	9.05e-05
17011.988152503967	2.37217020988	890000	937.3	1012.1	5053	0.35919999999999996	9.025e-05
17217.237075567245	3.18952679634	900000	916.4	1012.1	5105	0.352	9e-05
17419.54715371132	3.18952679634	910000	923.5	1012.1	5155	0.3448	8.975e-05
17625.46208834648	3.18952679634	920000	922.9	1012.1	5209	0.3376	8.950000000000001e-05
17834.45539212227	3.18952679634	930000	928.1	1012.1	5257	0.3304	8.925e-05
18033.812573432922	2.35813355446	940000	972.6	1012.1	5306	0.32319999999999993	8.900000000000001e-05
18245.236597537994	2.35813355446	950000	986.1	1017.3	5352	0.31599999999999995	8.875e-05
18453.9066696167	2.35813355446	960000	996.3	1019.1	5398	0.30879999999999996	8.850000000000001e-05
18665.74012875557	2.35813355446	970000	995.7	1025.4	5446	0.3016	8.825e-05
18867.35176730156	2.10560369492	980000	997.8	1025.4	5489	0.2944	8.8e-05
19077.740171909332	2.10560369492	990000	971.9	1025.4	5541	0.2871999999999999	8.775e-05
