Training Time	Loss	Iteration	Mean Reward (/100ep)	Best Mean Reward	Episodes	Exploration	Learning Rate
63313.795436143875	2.86256861687	3110000	2142.2	2168.3	13643	0.01	5e-05
63522.03399014473	2.86256861687	3120000	2082.7	2168.3	13679	0.01	5e-05
63731.63264131546	2.86256861687	3130000	2123.6	2168.3	13714	0.01	5e-05
63939.769505023956	1.61434268951	3140000	2127.9	2168.3	13752	0.01	5e-05
64149.65863656998	1.61434268951	3150000	2185.7	2195.9	13788	0.01	5e-05
64362.85578370094	1.61434268951	3160000	2166.5	2206.9	13825	0.01	5e-05
64570.542018175125	1.61434268951	3170000	2105.0	2206.9	13861	0.01	5e-05
64773.81155228615	3.08015823364	3180000	2080.2	2206.9	13897	0.01	5e-05
64987.46801137924	3.08015823364	3190000	2068.4	2206.9	13933	0.01	5e-05
65195.64316701889	3.08015823364	3200000	2040.4	2206.9	13969	0.01	5e-05
65406.57295894623	3.08015823364	3210000	2018.4	2206.9	14005	0.01	5e-05
65617.17581558228	2.4979019165	3220000	2032.3	2206.9	14039	0.01	5e-05
65827.56168150902	2.4979019165	3230000	2046.5	2206.9	14075	0.01	5e-05
66037.1284160614	2.4979019165	3240000	2061.3	2206.9	14112	0.01	5e-05
66238.22297644615	2.4979019165	3250000	2036.5	2206.9	14149	0.01	5e-05
66446.43102002144	2.51219773293	3260000	1977.7	2206.9	14187	0.01	5e-05
66657.56661844254	2.51219773293	3270000	1952.2	2206.9	14223	0.01	5e-05
66869.2848496437	2.51219773293	3280000	1997.0	2206.9	14260	0.01	5e-05
67075.39541244507	2.51219773293	3290000	2041.1	2206.9	14295	0.01	5e-05
67283.74727702141	3.6421084404	3300000	2061.0	2206.9	14329	0.01	5e-05
67494.03864145279	3.6421084404	3310000	2043.4	2206.9	14365	0.01	5e-05
67697.74534201622	3.6421084404	3320000	2055.4	2206.9	14399	0.01	5e-05
67901.37960553169	3.6421084404	3330000	2100.3	2206.9	14436	0.01	5e-05
68100.8433740139	2.00397849083	3340000	2081.1	2206.9	14473	0.01	5e-05
68300.17069196701	2.00397849083	3350000	2055.3	2206.9	14511	0.01	5e-05
68504.30947184563	2.00397849083	3360000	2087.4	2206.9	14544	0.01	5e-05
68712.92918419838	2.00397849083	3370000	2097.5	2206.9	14580	0.01	5e-05
68920.66921877861	2.58946037292	3380000	2089.4	2206.9	14616	0.01	5e-05
69130.33701324463	2.58946037292	3390000	2029.4	2206.9	14653	0.01	5e-05
69340.76552128792	2.58946037292	3400000	1982.4	2206.9	14690	0.01	5e-05
69552.11300897598	2.58946037292	3410000	1963.1	2206.9	14727	0.01	5e-05
69761.81775307655	1.74334728718	3420000	1993.1	2206.9	14765	0.01	5e-05
69964.09124279022	1.74334728718	3430000	2007.8	2206.9	14801	0.01	5e-05
70173.76555299759	1.74334728718	3440000	2054.6	2206.9	14835	0.01	5e-05
70380.23344230652	1.74334728718	3450000	2071.1	2206.9	14871	0.01	5e-05
70583.31836438179	2.75415349007	3460000	2112.9	2206.9	14907	0.01	5e-05
70789.50929546356	2.75415349007	3470000	2132.7	2206.9	14941	0.01	5e-05
70997.27729988098	2.75415349007	3480000	2130.8	2206.9	14977	0.01	5e-05
71205.11346840858	2.75415349007	3490000	2088.7	2206.9	15014	0.01	5e-05
71412.43269896507	2.90683746338	3500000	2040.0	2206.9	15048	0.01	5e-05
71618.40949869156	2.90683746338	3510000	2032.8	2206.9	15084	0.01	5e-05
71826.8081111908	2.90683746338	3520000	2047.3	2206.9	15121	0.01	5e-05
72034.20620155334	2.90683746338	3530000	2050.5	2206.9	15158	0.01	5e-05
72242.6313958168	1.99839091301	3540000	2054.6	2206.9	15194	0.01	5e-05
72450.52221441269	1.99839091301	3550000	2084.9	2206.9	15229	0.01	5e-05
72663.26536607742	1.99839091301	3560000	2071.9	2206.9	15265	0.01	5e-05
72870.85731577873	1.99839091301	3570000	2115.2	2206.9	15300	0.01	5e-05
73081.66220545769	2.42670488358	3580000	2060.4	2206.9	15335	0.01	5e-05
73290.21899938583	2.42670488358	3590000	2035.7	2206.9	15370	0.01	5e-05
73493.86004543304	2.42670488358	3600000	2092.2	2206.9	15405	0.01	5e-05
73704.65892148018	2.42670488358	3610000	2102.6	2206.9	15441	0.01	5e-05
73918.30691099167	1.43668651581	3620000	2101.2	2206.9	15477	0.01	5e-05
74127.01893043518	1.43668651581	3630000	2084.2	2206.9	15512	0.01	5e-05
74336.24549865723	1.43668651581	3640000	2109.3	2206.9	15549	0.01	5e-05
74553.37400197983	1.43668651581	3650000	2091.3	2206.9	15583	0.01	5e-05
74759.34719204903	3.95086812973	3660000	2063.5	2206.9	15619	0.01	5e-05
74961.58553934097	3.95086812973	3670000	2037.9	2206.9	15655	0.01	5e-05
75169.81103777885	3.95086812973	3680000	2047.1	2206.9	15691	0.01	5e-05
75383.37805366516	3.95086812973	3690000	2059.3	2206.9	15725	0.01	5e-05
75593.49011588097	3.17133712769	3700000	2082.2	2206.9	15761	0.01	5e-05
75799.95796751976	3.17133712769	3710000	2015.9	2206.9	15799	0.01	5e-05
76011.7009563446	3.17133712769	3720000	2029.8	2206.9	15834	0.01	5e-05
76217.46673893929	3.17133712769	3730000	2110.1	2206.9	15868	0.01	5e-05
76426.22468328476	4.399518013	3740000	2121.5	2206.9	15903	0.01	5e-05
76641.78141117096	4.399518013	3750000	2166.3	2206.9	15937	0.01	5e-05
76853.32199072838	4.399518013	3760000	2146.4	2206.9	15973	0.01	5e-05
77067.98494076729	4.399518013	3770000	2172.3	2206.9	16009	0.01	5e-05
77276.09868907928	2.14361333847	3780000	2149.5	2206.9	16043	0.01	5e-05
77482.21947979927	2.14361333847	3790000	2172.9	2206.9	16078	0.01	5e-05
77691.1278898716	2.14361333847	3800000	2156.6	2206.9	16115	0.01	5e-05
77899.99459695816	2.14361333847	3810000	2132.9	2206.9	16152	0.01	5e-05
78103.79174017906	2.27333402634	3820000	2084.7	2206.9	16190	0.01	5e-05
78311.19659090042	2.27333402634	3830000	2115.3	2206.9	16226	0.01	5e-05
78519.1217558384	2.27333402634	3840000	2119.0	2206.9	16262	0.01	5e-05
78726.798889637	2.27333402634	3850000	2144.1	2206.9	16297	0.01	5e-05
78934.97059321404	4.3719587326	3860000	2145.6	2206.9	16331	0.01	5e-05
79145.2331533432	4.3719587326	3870000	2165.1	2206.9	16368	0.01	5e-05
79350.27371883392	4.3719587326	3880000	2245.8	2245.8	16403	0.01	5e-05
79555.65290021896	4.3719587326	3890000	2211.6	2245.8	16439	0.01	5e-05
79763.08864927292	4.13520240784	3900000	2224.5	2249.4	16472	0.01	5e-05
79968.90564012527	4.13520240784	3910000	2155.3	2249.4	16509	0.01	5e-05
80177.36503839493	4.13520240784	3920000	2108.2	2249.4	16544	0.01	5e-05
80376.83182525635	4.13520240784	3930000	2033.8	2249.4	16580	0.01	5e-05
80580.03706240654	3.08193683624	3940000	2028.7	2249.4	16616	0.01	5e-05
80789.24325466156	3.08193683624	3950000	2052.6	2249.4	16651	0.01	5e-05
80994.82309532166	3.08193683624	3960000	2100.7	2249.4	16688	0.01	5e-05
81197.57876992226	3.08193683624	3970000	2073.9	2249.4	16726	0.01	5e-05
81406.6949646473	2.34177660942	3980000	2117.1	2249.4	16761	0.01	5e-05
81613.9599275589	2.34177660942	3990000	2172.5	2249.4	16796	0.01	5e-05
81827.78223633766	2.34177660942	4000000	2226.1	2249.4	16831	0.01	5e-05
82033.57865071297	2.34177660942	4010000	2150.3	2249.4	16866	0.01	5e-05
82235.96439170837	4.81610202789	4020000	2160.0	2249.4	16901	0.01	5e-05
82444.08099389076	4.81610202789	4030000	2102.2	2249.4	16937	0.01	5e-05
82649.91176319122	4.81610202789	4040000	2106.4	2249.4	16972	0.01	5e-05
82856.08046984673	4.81610202789	4050000	2117.7	2249.4	17009	0.01	5e-05
83067.5538239479	2.11159753799	4060000	2146.8	2249.4	17045	0.01	5e-05
83275.43986153603	2.11159753799	4070000	2195.5	2249.4	17081	0.01	5e-05
83482.14333462715	2.11159753799	4080000	2193.0	2249.4	17117	0.01	5e-05
83684.36386179924	2.11159753799	4090000	2205.1	2249.4	17154	0.01	5e-05
83893.78608298302	3.18909502029	4100000	2179.8	2249.4	17188	0.01	5e-05
84097.82710838318	3.18909502029	4110000	2229.3	2249.4	17223	0.01	5e-05
84307.72566533089	3.18909502029	4120000	2215.4	2252.5	17260	0.01	5e-05
84513.88162469864	3.18909502029	4130000	2259.7	2275.6	17295	0.01	5e-05
84716.910145998	1.32354021072	4140000	2262.1	2275.6	17330	0.01	5e-05
84925.45968413353	1.32354021072	4150000	2262.1	2275.6	17366	0.01	5e-05
85126.35755109787	1.32354021072	4160000	2201.8	2275.6	17401	0.01	5e-05
85336.5709798336	1.32354021072	4170000	2191.9	2275.6	17435	0.01	5e-05
85544.92116093636	5.29425430298	4180000	2135.5	2275.6	17471	0.01	5e-05
85753.21511721611	5.29425430298	4190000	2195.2	2275.6	17505	0.01	5e-05
85958.94165349007	5.29425430298	4200000	2217.4	2275.6	17540	0.01	5e-05
86166.79622673988	5.29425430298	4210000	2271.6	2286.7	17576	0.01	5e-05
86375.15549612045	2.8586769104	4220000	2233.6	2286.7	17612	0.01	5e-05
86580.61773228645	2.8586769104	4230000	2162.3	2286.7	17649	0.01	5e-05
86784.20565509796	2.8586769104	4240000	2204.7	2286.7	17684	0.01	5e-05
86992.09556746483	2.8586769104	4250000	2172.6	2286.7	17721	0.01	5e-05
87205.37972521782	2.92568302155	4260000	2238.8	2286.7	17757	0.01	5e-05
87409.9593091011	2.92568302155	4270000	2187.1	2286.7	17792	0.01	5e-05
87618.51126289368	2.92568302155	4280000	2185.1	2286.7	17827	0.01	5e-05
87819.59920883179	2.92568302155	4290000	2175.0	2286.7	17863	0.01	5e-05
88025.35758757591	1.81085383892	4300000	2193.4	2286.7	17896	0.01	5e-05
88231.34726238251	1.81085383892	4310000	2153.5	2286.7	17932	0.01	5e-05
88439.8616464138	1.81085383892	4320000	2135.8	2286.7	17969	0.01	5e-05
88644.80362319946	1.81085383892	4330000	2124.4	2286.7	18003	0.01	5e-05
88851.39662027359	2.50737500191	4340000	2109.4	2286.7	18040	0.01	5e-05
89057.46005964279	2.50737500191	4350000	2144.9	2286.7	18076	0.01	5e-05
89265.73757243156	2.50737500191	4360000	2139.1	2286.7	18112	0.01	5e-05
89470.74042057991	2.50737500191	4370000	2160.2	2286.7	18148	0.01	5e-05
89679.21663379669	1.87661731243	4380000	2138.4	2286.7	18182	0.01	5e-05
89892.18300008774	1.87661731243	4390000	2155.5	2286.7	18217	0.01	5e-05
90100.58260035515	1.87661731243	4400000	2154.4	2286.7	18252	0.01	5e-05
90309.37901258469	1.87661731243	4410000	2148.1	2286.7	18286	0.01	5e-05
90521.55426454544	3.4354865551	4420000	2098.2	2286.7	18323	0.01	5e-05
90727.03996753693	3.4354865551	4430000	2120.0	2286.7	18357	0.01	5e-05
90939.59116125107	3.4354865551	4440000	2145.9	2286.7	18392	0.01	5e-05
91150.03576779366	3.4354865551	4450000	2117.9	2286.7	18427	0.01	5e-05
91352.44061923027	3.02078771591	4460000	2132.5	2286.7	18463	0.01	5e-05
91553.61979460716	3.02078771591	4470000	2062.6	2286.7	18500	0.01	5e-05
91760.40422224998	3.02078771591	4480000	2060.4	2286.7	18534	0.01	5e-05
91969.37946033478	3.02078771591	4490000	2065.2	2286.7	18570	0.01	5e-05
92171.87941241264	3.54153084755	4500000	2096.7	2286.7	18605	0.01	5e-05
92377.32062339783	3.54153084755	4510000	2087.6	2286.7	18640	0.01	5e-05
92582.46069550514	3.54153084755	4520000	2129.6	2286.7	18677	0.01	5e-05
92790.0424156189	3.54153084755	4530000	2099.9	2286.7	18713	0.01	5e-05
92991.8850581646	2.05009460449	4540000	2104.4	2286.7	18749	0.01	5e-05
93195.94708704948	2.05009460449	4550000	2084.1	2286.7	18784	0.01	5e-05
93406.74324011803	2.05009460449	4560000	2146.5	2286.7	18818	0.01	5e-05
93617.20952653885	2.05009460449	4570000	2131.3	2286.7	18853	0.01	5e-05
93827.24480247498	3.6351017952	4580000	2147.5	2286.7	18889	0.01	5e-05
94038.1119632721	3.6351017952	4590000	2075.7	2286.7	18925	0.01	5e-05
94246.83055901527	3.6351017952	4600000	2084.9	2286.7	18961	0.01	5e-05
94459.85526585579	3.6351017952	4610000	2195.6	2286.7	18996	0.01	5e-05
94666.57500362396	2.9853644371	4620000	2198.5	2286.7	19031	0.01	5e-05
94872.3072605133	2.9853644371	4630000	2217.6	2286.7	19065	0.01	5e-05
95081.46981024742	2.9853644371	4640000	2219.8	2286.7	19100	0.01	5e-05
95289.69323396683	2.9853644371	4650000	2233.5	2286.7	19135	0.01	5e-05
95494.96151971817	3.53298950195	4660000	2266.8	2289.4	19171	0.01	5e-05
95703.21331954002	3.53298950195	4670000	2302.9	2313.7	19206	0.01	5e-05
95914.77190852165	3.53298950195	4680000	2280.5	2316.6	19241	0.01	5e-05
96116.24730300903	3.53298950195	4690000	2193.4	2316.6	19276	0.01	5e-05
96319.54842591286	2.02490329742	4700000	2189.0	2316.6	19310	0.01	5e-05
96522.05175375938	2.02490329742	4710000	2189.7	2316.6	19345	0.01	5e-05
96730.4861176014	2.02490329742	4720000	2254.4	2316.6	19380	0.01	5e-05
96941.22432923317	2.02490329742	4730000	2267.4	2316.6	19415	0.01	5e-05
97147.64160728455	3.00000596046	4740000	2302.4	2316.6	19451	0.01	5e-05
97356.18153524399	3.00000596046	4750000	2298.4	2316.6	19486	0.01	5e-05
97567.82281088829	3.00000596046	4760000	2323.1	2332.5	19520	0.01	5e-05
97776.59563446045	3.00000596046	4770000	2295.6	2334.1	19556	0.01	5e-05
97991.52550578117	4.25069189072	4780000	2374.4	2387.9	19590	0.01	5e-05
